Session_ID,Zone,Transformer_ID,EV_Type,Battery_Capacity_kWh,Arrival_SoC_perc,Target_SoC_perc,Energy_Requested_kWh,Charger_Type_kW,Plug_In_Time,Estimated_Plug_Out,Grid_Limit_Alert
SESS_01530,Hebbal,TX_HEB_004,4W,45.0,13.4,100,38.97,7.2,2026-05-04 09:24:00,2026-05-04 15:21:13,0
SESS_04779,Whitefield,TX_WHI_005,4W,60.0,15.21,100,50.88,7.2,2026-05-04 09:25:00,2026-05-04 17:11:21,0
SESS_00504,Koramangala,TX_KOR_008,2W,3.7,29.07,100,2.62,3.3,2026-05-04 09:25:00,2026-05-04 10:17:29,0
SESS_00242,Electronic City,TX_ELE_001,4W,30.0,34.75,100,19.57,50.0,2026-05-04 09:25:00,2026-05-04 09:50:50,0
SESS_04545,Electronic City,TX_ELE_001,4W,30.0,17.85,100,24.64,50.0,2026-05-04 09:26:00,2026-05-04 09:58:31,0
SESS_00687,Indiranagar,TX_IND_006,2W,4.0,12.89,90,3.08,3.3,2026-05-04 09:26:00,2026-05-04 10:27:41,0
SESS_01824,Whitefield,TX_WHI_001,4W,60.0,37.08,100,37.75,7.2,2026-05-04 09:27:00,2026-05-04 15:13:02,0
SESS_00031,Indiranagar,TX_IND_008,4W,60.0,35.57,100,38.66,7.2,2026-05-04 09:28:00,2026-05-04 15:22:20,0
SESS_03346,Hebbal,TX_HEB_007,4W,45.0,28.52,100,32.16,25.0,2026-05-04 09:29:00,2026-05-04 10:53:54,0
SESS_03271,Indiranagar,TX_IND_002,2W,4.0,22.37,90,2.71,3.3,2026-05-04 09:29:00,2026-05-04 10:23:06,0
SESS_02821,Whitefield,TX_WHI_003,4W,72.0,27.3,90,45.15,7.2,2026-05-04 09:30:00,2026-05-04 16:23:50,0
SESS_02180,Hebbal,TX_HEB_004,2W,2.9,41.78,80,1.11,3.3,2026-05-04 09:30:00,2026-05-04 09:52:09,0
SESS_02994,Hebbal,TX_HEB_001,4W,45.0,18.12,100,36.85,7.2,2026-05-04 09:30:00,2026-05-04 15:07:45,0
SESS_02257,Electronic City,TX_ELE_001,Commercial,200.0,30.44,100,139.13,120.0,2026-05-04 09:30:00,2026-05-04 10:46:31,0
SESS_01161,Electronic City,TX_ELE_002,2W,2.9,43.33,90,1.35,3.3,2026-05-04 09:31:00,2026-05-04 09:58:04,0
SESS_02822,Whitefield,TX_WHI_004,2W,2.9,27.81,80,1.51,3.3,2026-05-04 09:32:00,2026-05-04 10:02:16,0
SESS_01202,Whitefield,TX_WHI_003,2W,3.7,35.52,100,2.39,3.3,2026-05-04 09:33:00,2026-05-04 10:20:42,0
SESS_03690,Indiranagar,TX_IND_006,2W,4.0,6.18,80,2.95,3.3,2026-05-04 09:35:00,2026-05-04 10:34:03,0
SESS_04204,Whitefield,TX_WHI_004,2W,2.9,35.59,90,1.58,3.3,2026-05-04 09:35:00,2026-05-04 10:06:33,0
SESS_03512,Koramangala,TX_KOR_001,2W,2.9,19.0,80,1.77,3.3,2026-05-04 09:36:00,2026-05-04 10:11:22,0
SESS_00620,Whitefield,TX_WHI_004,2W,4.0,8.35,100,3.67,3.3,2026-05-04 09:36:00,2026-05-04 10:49:19,0
SESS_01340,Hebbal,TX_HEB_007,2W,2.9,32.96,100,1.94,3.3,2026-05-04 09:39:00,2026-05-04 10:17:53,0
SESS_01318,Koramangala,TX_KOR_001,2W,4.0,32.4,100,2.7,3.3,2026-05-04 09:40:00,2026-05-04 10:34:04,0
SESS_03731,Indiranagar,TX_IND_005,2W,2.9,32.27,90,1.67,3.3,2026-05-04 09:40:00,2026-05-04 10:13:28,0
SESS_03309,Indiranagar,TX_IND_007,2W,3.7,33.6,100,2.46,3.3,2026-05-04 09:41:00,2026-05-04 10:30:08,0
SESS_00932,Indiranagar,TX_IND_002,2W,2.9,5.0,100,2.76,3.3,2026-05-04 09:41:00,2026-05-04 10:36:06,0
SESS_02462,Koramangala,TX_KOR_007,4W,72.0,29.28,90,43.72,7.2,2026-05-04 09:41:00,2026-05-04 16:21:44,0
SESS_00530,Indiranagar,TX_IND_007,4W,45.0,31.82,90,26.18,25.0,2026-05-04 09:41:00,2026-05-04 10:50:06,0
SESS_02879,Electronic City,TX_ELE_005,2W,4.0,21.97,90,2.72,3.3,2026-05-04 09:42:00,2026-05-04 10:36:25,0
SESS_00108,Hebbal,TX_HEB_003,2W,3.7,26.22,90,2.36,3.3,2026-05-04 09:42:00,2026-05-04 10:29:11,0
SESS_04527,Indiranagar,TX_IND_006,2W,3.7,8.7,90,3.01,3.3,2026-05-04 09:43:00,2026-05-04 10:43:09,0
SESS_04935,Whitefield,TX_WHI_005,Commercial,120.0,16.42,100,100.3,120.0,2026-05-04 09:45:00,2026-05-04 10:40:09,0
SESS_03476,Koramangala,TX_KOR_007,4W,45.0,23.75,80,25.31,25.0,2026-05-04 09:45:00,2026-05-04 10:51:49,0
SESS_03956,Indiranagar,TX_IND_004,2W,4.0,15.34,90,2.99,3.3,2026-05-04 09:45:00,2026-05-04 10:44:43,0
SESS_03249,Electronic City,TX_ELE_004,2W,2.9,41.79,90,1.4,3.3,2026-05-04 09:46:00,2026-05-04 10:13:57,0
SESS_00808,Hebbal,TX_HEB_003,4W,60.0,43.34,90,27.99,7.2,2026-05-04 09:47:00,2026-05-04 14:03:37,0
SESS_03370,Whitefield,TX_WHI_003,4W,72.0,19.14,100,58.22,7.2,2026-05-04 09:47:00,2026-05-04 18:40:39,0
SESS_02776,Hebbal,TX_HEB_001,2W,2.9,18.54,90,2.07,3.3,2026-05-04 09:47:00,2026-05-04 10:28:26,0
SESS_02510,Electronic City,TX_ELE_003,2W,4.0,14.65,100,3.41,3.3,2026-05-04 09:48:00,2026-05-04 10:56:16,0
SESS_03711,Koramangala,TX_KOR_006,2W,4.0,28.6,90,2.46,3.3,2026-05-04 09:49:00,2026-05-04 10:38:07,0
SESS_00492,Whitefield,TX_WHI_002,Commercial,200.0,16.09,100,167.82,50.0,2026-05-04 09:51:00,2026-05-04 13:32:31,0
SESS_01752,Whitefield,TX_WHI_004,2W,3.7,24.29,80,2.06,3.3,2026-05-04 09:52:00,2026-05-04 10:33:13,0
SESS_04729,Hebbal,TX_HEB_002,4W,60.0,14.39,90,45.37,25.0,2026-05-04 09:53:00,2026-05-04 11:52:46,0
SESS_04786,Indiranagar,TX_IND_008,Commercial,80.0,17.12,100,66.3,50.0,2026-05-04 09:54:00,2026-05-04 11:21:31,0
SESS_00663,Whitefield,TX_WHI_004,4W,30.0,24.43,100,22.67,25.0,2026-05-04 09:54:00,2026-05-04 10:53:51,0
SESS_01561,Whitefield,TX_WHI_003,2W,4.0,44.02,100,2.24,3.3,2026-05-04 09:54:00,2026-05-04 10:38:47,0
SESS_00090,Whitefield,TX_WHI_002,2W,4.0,15.52,100,3.38,3.3,2026-05-04 09:58:00,2026-05-04 11:05:34,0
SESS_03456,Indiranagar,TX_IND_001,4W,60.0,25.62,100,44.63,7.2,2026-05-04 09:58:00,2026-05-04 16:47:06,0
SESS_04035,Whitefield,TX_WHI_004,2W,2.9,34.81,100,1.89,3.3,2026-05-04 09:59:00,2026-05-04 10:36:48,0
SESS_02685,Whitefield,TX_WHI_005,2W,3.7,30.41,80,1.83,3.3,2026-05-04 10:00:00,2026-05-04 10:36:41,0
SESS_03568,Whitefield,TX_WHI_004,2W,4.0,23.5,90,2.66,3.3,2026-05-04 10:01:00,2026-05-04 10:54:12,0
SESS_01036,Hebbal,TX_HEB_006,2W,3.7,42.31,90,1.76,3.3,2026-05-04 10:02:00,2026-05-04 10:37:17,0
SESS_01295,Electronic City,TX_ELE_004,4W,45.0,27.76,100,32.51,7.2,2026-05-04 10:02:00,2026-05-04 14:59:58,0
SESS_04487,Koramangala,TX_KOR_004,Commercial,200.0,23.73,80,112.55,50.0,2026-05-04 10:03:00,2026-05-04 12:31:33,0
SESS_02844,Hebbal,TX_HEB_005,4W,72.0,12.1,90,56.09,7.2,2026-05-04 10:06:00,2026-05-04 18:40:08,0
SESS_02247,Whitefield,TX_WHI_001,2W,3.7,18.21,80,2.29,3.3,2026-05-04 10:07:00,2026-05-04 10:52:43,0
SESS_02195,HSR Layout,TX_HSR_004,4W,72.0,41.17,100,42.36,7.2,2026-05-04 10:08:00,2026-05-04 16:36:18,0
SESS_03692,Indiranagar,TX_IND_005,2W,4.0,37.4,90,2.1,3.3,2026-05-04 10:11:00,2026-05-04 10:53:04,0
SESS_01855,Hebbal,TX_HEB_003,2W,4.0,25.7,100,2.97,3.3,2026-05-04 10:11:00,2026-05-04 11:10:26,0
SESS_03659,Koramangala,TX_KOR_001,Commercial,200.0,15.16,80,129.68,50.0,2026-05-04 10:12:00,2026-05-04 13:03:10,0
SESS_01596,Hebbal,TX_HEB_007,2W,3.7,37.76,90,1.93,3.3,2026-05-04 10:12:00,2026-05-04 10:50:39,0
SESS_04831,Indiranagar,TX_IND_002,2W,3.7,6.73,100,3.45,3.3,2026-05-04 10:14:00,2026-05-04 11:23:01,0
SESS_00872,Koramangala,TX_KOR_003,2W,4.0,25.36,80,2.19,3.3,2026-05-04 10:14:00,2026-05-04 10:57:42,0
SESS_01217,Hebbal,TX_HEB_007,2W,2.9,26.31,90,1.85,3.3,2026-05-04 10:14:00,2026-05-04 10:50:56,0
SESS_02188,Indiranagar,TX_IND_004,2W,3.7,5.52,100,3.5,3.3,2026-05-04 10:14:00,2026-05-04 11:23:55,0
SESS_02527,Indiranagar,TX_IND_001,2W,4.0,21.52,100,3.14,3.3,2026-05-04 10:15:00,2026-05-04 11:17:46,0
SESS_00415,Hebbal,TX_HEB_007,2W,2.9,6.34,100,2.72,3.3,2026-05-04 10:16:00,2026-05-04 11:10:19,0
SESS_01008,Koramangala,TX_KOR_008,4W,72.0,33.83,100,47.64,7.2,2026-05-04 10:18:00,2026-05-04 17:34:42,0
SESS_01154,Whitefield,TX_WHI_002,2W,2.9,29.33,80,1.47,3.3,2026-05-04 10:19:00,2026-05-04 10:48:23,0
SESS_02132,Whitefield,TX_WHI_004,2W,2.9,13.46,100,2.51,3.3,2026-05-04 10:21:00,2026-05-04 11:11:11,0
SESS_04449,Whitefield,TX_WHI_003,4W,30.0,32.44,100,20.27,7.2,2026-05-04 10:21:00,2026-05-04 13:26:47,0
SESS_04967,Whitefield,TX_WHI_001,Commercial,120.0,38.35,80,49.98,120.0,2026-05-04 10:21:00,2026-05-04 10:48:29,0
SESS_03455,Whitefield,TX_WHI_005,4W,30.0,21.95,100,23.42,7.2,2026-05-04 10:22:00,2026-05-04 13:56:38,0
SESS_01967,Indiranagar,TX_IND_005,2W,3.7,9.6,80,2.6,3.3,2026-05-04 10:22:00,2026-05-04 11:14:05,0
SESS_04795,Hebbal,TX_HEB_006,2W,2.9,17.12,100,2.4,3.3,2026-05-04 10:24:00,2026-05-04 11:12:04,0
SESS_03331,Electronic City,TX_ELE_002,2W,4.0,34.01,100,2.64,3.3,2026-05-04 10:26:00,2026-05-04 11:18:47,0
SESS_04013,Indiranagar,TX_IND_006,2W,2.9,10.34,100,2.6,3.3,2026-05-04 10:27:00,2026-05-04 11:19:00,0
SESS_03952,Whitefield,TX_WHI_004,2W,4.0,21.88,80,2.32,3.3,2026-05-04 10:27:00,2026-05-04 11:13:29,0
SESS_01286,Koramangala,TX_KOR_002,2W,3.7,13.93,80,2.44,3.3,2026-05-04 10:27:00,2026-05-04 11:15:53,0
SESS_04700,Whitefield,TX_WHI_001,4W,72.0,5.0,100,68.4,50.0,2026-05-04 10:28:00,2026-05-04 11:58:17,0
SESS_00710,Electronic City,TX_ELE_002,4W,60.0,38.48,90,30.91,25.0,2026-05-04 10:28:00,2026-05-04 11:49:36,0
SESS_00557,Indiranagar,TX_IND_002,2W,2.9,10.88,100,2.58,3.3,2026-05-04 10:29:00,2026-05-04 11:20:41,0
SESS_01207,Whitefield,TX_WHI_005,2W,3.7,13.05,100,3.22,3.3,2026-05-04 10:30:00,2026-05-04 11:34:20,0
SESS_03094,Whitefield,TX_WHI_003,4W,45.0,35.52,100,29.02,7.2,2026-05-04 10:30:00,2026-05-04 14:55:59,0
SESS_01206,Koramangala,TX_KOR_007,2W,4.0,36.46,100,2.54,3.3,2026-05-04 10:31:00,2026-05-04 11:21:49,0
SESS_04846,Whitefield,TX_WHI_002,Commercial,80.0,23.09,100,61.53,50.0,2026-05-04 10:31:00,2026-05-04 11:52:13,0
SESS_04306,Whitefield,TX_WHI_005,2W,2.9,20.5,100,2.31,3.3,2026-05-04 10:31:00,2026-05-04 11:17:06,0
SESS_02774,Hebbal,TX_HEB_004,Commercial,120.0,23.2,80,68.16,120.0,2026-05-04 10:32:00,2026-05-04 11:09:29,0
SESS_00836,Whitefield,TX_WHI_005,4W,60.0,34.45,100,39.33,50.0,2026-05-04 10:33:00,2026-05-04 11:24:54,0
SESS_02567,Whitefield,TX_WHI_003,4W,30.0,8.9,100,27.33,7.2,2026-05-04 10:34:00,2026-05-04 14:44:31,0
SESS_03577,Whitefield,TX_WHI_001,2W,2.9,35.24,100,1.88,3.3,2026-05-04 10:34:00,2026-05-04 11:11:33,0
SESS_00332,Koramangala,TX_KOR_003,2W,4.0,16.24,100,3.35,3.3,2026-05-04 10:35:00,2026-05-04 11:42:00,0
SESS_02931,Hebbal,TX_HEB_002,2W,3.7,50.14,80,1.1,3.3,2026-05-04 10:36:00,2026-05-04 10:58:05,0
SESS_01122,Whitefield,TX_WHI_003,4W,30.0,10.04,90,23.99,7.2,2026-05-04 10:42:00,2026-05-04 14:21:54,0
SESS_00980,Whitefield,TX_WHI_002,Commercial,80.0,30.69,100,55.45,50.0,2026-05-04 10:42:00,2026-05-04 11:55:11,0
SESS_01908,Hebbal,TX_HEB_004,2W,3.7,34.08,100,2.44,3.3,2026-05-04 10:43:00,2026-05-04 11:31:47,0
SESS_00450,Whitefield,TX_WHI_003,Commercial,80.0,22.62,100,61.9,120.0,2026-05-04 10:44:00,2026-05-04 11:18:02,0
SESS_01999,Koramangala,TX_KOR_008,2W,2.9,21.58,90,1.98,3.3,2026-05-04 10:44:00,2026-05-04 11:23:40,0
SESS_04301,Whitefield,TX_WHI_004,4W,72.0,18.11,100,58.96,7.2,2026-05-04 10:47:00,2026-05-04 19:47:28,0
SESS_01757,Hebbal,TX_HEB_006,2W,3.7,32.54,80,1.76,3.3,2026-05-04 10:48:00,2026-05-04 11:23:07,0
SESS_04258,Hebbal,TX_HEB_003,Commercial,120.0,16.55,100,100.14,50.0,2026-05-04 10:48:00,2026-05-04 13:00:10,0
SESS_04611,Hebbal,TX_HEB_005,2W,4.0,30.14,90,2.39,3.3,2026-05-04 10:50:00,2026-05-04 11:37:53,0
SESS_02048,Hebbal,TX_HEB_002,2W,3.7,18.3,100,3.02,3.3,2026-05-04 10:54:00,2026-05-04 11:54:27,0
SESS_03115,Electronic City,TX_ELE_002,Commercial,120.0,15.52,100,101.38,120.0,2026-05-04 10:54:00,2026-05-04 11:49:45,0
SESS_03337,Hebbal,TX_HEB_007,Commercial,120.0,21.48,90,82.22,120.0,2026-05-04 10:56:00,2026-05-04 11:41:13,0
SESS_01569,Whitefield,TX_WHI_002,2W,4.0,29.88,90,2.4,3.3,2026-05-04 10:57:00,2026-05-04 11:45:05,0
SESS_04605,Indiranagar,TX_IND_008,2W,3.7,19.15,90,2.62,3.3,2026-05-04 10:57:00,2026-05-04 11:49:25,0
SESS_00110,Whitefield,TX_WHI_005,4W,30.0,22.74,100,23.18,7.2,2026-05-04 10:58:00,2026-05-04 14:30:28,0
SESS_04252,Whitefield,TX_WHI_004,2W,4.0,20.02,100,3.2,3.3,2026-05-04 10:59:00,2026-05-04 12:02:59,0
SESS_02778,Koramangala,TX_KOR_002,Commercial,80.0,37.96,100,49.63,80.0,2026-05-04 11:04:00,2026-05-04 11:44:56,0
SESS_02659,Whitefield,TX_WHI_003,2W,4.0,34.29,80,1.83,3.3,2026-05-04 11:05:00,2026-05-04 11:41:34,0
SESS_01735,Hebbal,TX_HEB_002,2W,3.7,31.73,90,2.16,3.3,2026-05-04 11:06:00,2026-05-04 11:49:07,0
SESS_02584,Whitefield,TX_WHI_001,2W,2.9,31.02,80,1.42,3.3,2026-05-04 11:07:00,2026-05-04 11:35:24,0
SESS_00445,Whitefield,TX_WHI_001,Commercial,120.0,22.91,90,80.51,50.0,2026-05-04 11:09:00,2026-05-04 12:55:16,0
SESS_02809,Whitefield,TX_WHI_004,2W,2.9,23.63,80,1.63,3.3,2026-05-04 11:10:00,2026-05-04 11:42:41,0
SESS_01463,Whitefield,TX_WHI_002,2W,2.9,26.65,100,2.13,3.3,2026-05-04 11:10:00,2026-05-04 11:52:32,0
SESS_03928,Whitefield,TX_WHI_001,2W,2.9,26.02,100,2.15,3.3,2026-05-04 11:11:00,2026-05-04 11:53:54,0
SESS_02492,Whitefield,TX_WHI_005,2W,4.0,21.45,100,3.14,3.3,2026-05-04 11:12:00,2026-05-04 12:14:50,0
SESS_00716,Indiranagar,TX_IND_007,4W,72.0,30.5,90,42.84,7.2,2026-05-04 11:13:00,2026-05-04 17:45:43,0
SESS_02375,Koramangala,TX_KOR_004,4W,72.0,29.35,100,50.87,7.2,2026-05-04 11:15:00,2026-05-04 19:01:15,0
SESS_00866,Whitefield,TX_WHI_003,2W,2.9,37.84,100,1.8,3.3,2026-05-04 11:22:00,2026-05-04 11:58:03,0
SESS_01144,Indiranagar,TX_IND_006,2W,3.7,17.48,100,3.05,3.3,2026-05-04 11:24:00,2026-05-04 12:25:03,0
SESS_01763,Electronic City,TX_ELE_001,4W,72.0,7.05,80,52.52,25.0,2026-05-04 11:24:00,2026-05-04 13:42:39,0
SESS_00066,Koramangala,TX_KOR_001,2W,3.7,19.41,100,2.98,3.3,2026-05-04 11:25:00,2026-05-04 12:24:38,0
SESS_00914,Whitefield,TX_WHI_001,Commercial,80.0,39.58,100,48.34,80.0,2026-05-04 11:27:00,2026-05-04 12:06:52,0
SESS_04320,Hebbal,TX_HEB_004,4W,45.0,24.61,100,33.93,25.0,2026-05-04 11:28:00,2026-05-04 12:57:34,0
SESS_01709,Indiranagar,TX_IND_006,2W,2.9,38.75,80,1.2,3.3,2026-05-04 11:28:00,2026-05-04 11:51:55,0
SESS_02913,Whitefield,TX_WHI_003,4W,60.0,41.05,100,35.37,7.2,2026-05-04 11:31:00,2026-05-04 16:55:12,0
SESS_02541,Whitefield,TX_WHI_003,4W,72.0,25.94,90,46.12,7.2,2026-05-04 11:32:00,2026-05-04 18:34:46,0
SESS_00082,Whitefield,TX_WHI_002,2W,4.0,39.32,100,2.43,3.3,2026-05-04 11:35:00,2026-05-04 12:23:32,0
SESS_04000,Whitefield,TX_WHI_005,2W,4.0,35.07,80,1.8,3.3,2026-05-04 11:37:00,2026-05-04 12:12:56,0
SESS_04490,Hebbal,TX_HEB_003,4W,30.0,14.31,100,25.71,50.0,2026-05-04 11:37:00,2026-05-04 12:10:55,0
SESS_02271,Electronic City,TX_ELE_004,4W,45.0,14.29,80,29.57,7.2,2026-05-04 11:38:00,2026-05-04 16:09:02,0
SESS_02920,Koramangala,TX_KOR_006,Commercial,120.0,18.87,100,97.36,50.0,2026-05-04 11:40:00,2026-05-04 13:48:30,0
SESS_01652,HSR Layout,TX_HSR_008,2W,2.9,34.81,80,1.31,3.3,2026-05-04 11:41:00,2026-05-04 12:07:12,0
SESS_02956,Hebbal,TX_HEB_003,2W,3.7,22.96,100,2.85,3.3,2026-05-04 11:42:00,2026-05-04 12:39:00,0
SESS_01637,Indiranagar,TX_IND_005,2W,4.0,8.44,90,3.26,3.3,2026-05-04 11:43:00,2026-05-04 12:48:14,0
SESS_04289,Electronic City,TX_ELE_002,2W,4.0,27.87,100,2.89,3.3,2026-05-04 11:43:00,2026-05-04 12:40:42,0
SESS_00319,Whitefield,TX_WHI_004,Commercial,200.0,35.82,90,108.36,80.0,2026-05-04 11:46:00,2026-05-04 13:15:23,0
SESS_03310,Hebbal,TX_HEB_003,2W,3.7,29.49,100,2.61,3.3,2026-05-04 11:48:00,2026-05-04 12:40:10,0
SESS_03294,Koramangala,TX_KOR_004,2W,3.7,21.89,100,2.89,3.3,2026-05-04 11:48:00,2026-05-04 12:45:48,0
SESS_01362,HSR Layout,TX_HSR_005,2W,3.7,35.71,100,2.38,3.3,2026-05-04 11:49:00,2026-05-04 12:36:34,0
SESS_04026,Koramangala,TX_KOR_001,2W,2.9,12.25,100,2.54,3.3,2026-05-04 11:50:00,2026-05-04 12:40:53,0
SESS_01338,Whitefield,TX_WHI_005,2W,2.9,38.43,100,1.79,3.3,2026-05-04 11:51:00,2026-05-04 12:26:42,0
SESS_03626,Whitefield,TX_WHI_004,Commercial,120.0,5.0,80,90.0,120.0,2026-05-04 12:01:00,2026-05-04 12:50:30,0
SESS_02178,Electronic City,TX_ELE_003,2W,2.9,39.4,100,1.76,3.3,2026-05-04 12:02:00,2026-05-04 12:37:09,0
SESS_01133,Indiranagar,TX_IND_006,Commercial,80.0,34.42,100,52.46,80.0,2026-05-04 12:07:00,2026-05-04 12:50:16,0
SESS_00829,Whitefield,TX_WHI_004,4W,72.0,17.37,100,59.49,7.2,2026-05-04 12:08:00,2026-05-04 21:13:20,0
SESS_00219,HSR Layout,TX_HSR_008,2W,3.7,35.12,100,2.4,3.3,2026-05-04 12:16:00,2026-05-04 13:04:00,0
SESS_03322,Whitefield,TX_WHI_004,4W,30.0,24.94,90,19.52,25.0,2026-05-04 12:17:00,2026-05-04 13:08:31,0
SESS_04270,Whitefield,TX_WHI_003,4W,30.0,25.4,80,16.38,7.2,2026-05-04 12:17:00,2026-05-04 14:47:08,0
SESS_04588,Hebbal,TX_HEB_002,2W,4.0,20.01,90,2.8,3.3,2026-05-04 12:19:00,2026-05-04 13:14:59,0
SESS_00091,Whitefield,TX_WHI_001,2W,3.7,25.83,80,2.0,3.3,2026-05-04 12:21:00,2026-05-04 13:01:05,0
SESS_02480,Indiranagar,TX_IND_005,4W,30.0,40.23,80,11.93,25.0,2026-05-04 12:25:00,2026-05-04 12:56:29,0
SESS_00841,Whitefield,TX_WHI_005,2W,3.7,32.22,100,2.51,3.3,2026-05-04 12:28:00,2026-05-04 13:18:09,0
SESS_04884,Whitefield,TX_WHI_004,Commercial,200.0,21.7,80,116.6,50.0,2026-05-04 12:30:00,2026-05-04 15:03:54,0
SESS_04699,HSR Layout,TX_HSR_007,4W,60.0,22.59,100,46.45,25.0,2026-05-04 12:38:00,2026-05-04 14:40:37,0
SESS_01195,Whitefield,TX_WHI_003,2W,2.9,20.64,100,2.3,3.3,2026-05-04 12:40:00,2026-05-04 13:26:01,0
SESS_03830,Whitefield,TX_WHI_003,Commercial,120.0,18.74,90,85.52,50.0,2026-05-04 12:40:00,2026-05-04 14:32:52,0
SESS_04842,Whitefield,TX_WHI_005,Commercial,200.0,51.14,100,97.71,80.0,2026-05-04 12:44:00,2026-05-04 14:04:36,0
SESS_00686,Whitefield,TX_WHI_002,Commercial,80.0,19.73,100,64.21,80.0,2026-05-04 12:45:00,2026-05-04 13:37:58,0
SESS_01696,HSR Layout,TX_HSR_005,2W,2.9,31.81,100,1.98,3.3,2026-05-04 12:45:00,2026-05-04 13:24:32,0
SESS_00240,Whitefield,TX_WHI_004,4W,45.0,16.14,100,37.74,7.2,2026-05-04 12:47:00,2026-05-04 18:32:55,0
SESS_00334,Whitefield,TX_WHI_005,2W,3.7,10.55,80,2.57,3.3,2026-05-04 12:48:00,2026-05-04 13:39:23,0
SESS_01807,Hebbal,TX_HEB_003,4W,30.0,34.05,100,19.78,7.2,2026-05-04 12:58:00,2026-05-04 15:59:21,0
SESS_00570,Whitefield,TX_WHI_002,4W,45.0,16.19,100,37.71,7.2,2026-05-04 13:03:00,2026-05-04 18:48:42,0
SESS_00718,Whitefield,TX_WHI_001,Commercial,120.0,15.82,90,89.02,80.0,2026-05-04 13:04:00,2026-05-04 14:17:26,0
SESS_01368,Hebbal,TX_HEB_001,2W,2.9,21.13,80,1.71,3.3,2026-05-04 13:14:00,2026-05-04 13:48:08,0
SESS_01890,Electronic City,TX_ELE_003,2W,2.9,31.96,100,1.97,3.3,2026-05-04 13:20:00,2026-05-04 13:59:27,0
SESS_00508,HSR Layout,TX_HSR_010,2W,3.7,39.61,90,1.86,3.3,2026-05-04 13:34:00,2026-05-04 14:11:17,0
SESS_01682,HSR Layout,TX_HSR_004,4W,60.0,11.57,90,47.06,7.2,2026-05-04 13:35:00,2026-05-04 20:46:22,0
SESS_02710,Electronic City,TX_ELE_001,2W,2.9,30.68,80,1.43,3.3,2026-05-04 13:36:00,2026-05-04 14:04:36,0
SESS_03368,Whitefield,TX_WHI_004,2W,3.7,26.17,100,2.73,3.3,2026-05-04 13:43:00,2026-05-04 14:37:38,0
SESS_01407,Whitefield,TX_WHI_001,2W,4.0,18.04,100,3.28,3.3,2026-05-04 13:44:00,2026-05-04 14:49:34,0
SESS_04069,HSR Layout,TX_HSR_003,2W,4.0,6.66,100,3.73,3.3,2026-05-04 13:51:00,2026-05-04 15:05:40,0
SESS_04769,Whitefield,TX_WHI_003,4W,45.0,26.27,90,28.68,7.2,2026-05-04 13:52:00,2026-05-04 18:14:53,0
SESS_00514,HSR Layout,TX_HSR_005,2W,4.0,32.96,80,1.88,3.3,2026-05-04 14:08:00,2026-05-04 14:45:37,0
SESS_03634,HSR Layout,TX_HSR_004,2W,3.7,39.27,80,1.51,3.3,2026-05-04 14:15:00,2026-05-04 14:45:08,0
SESS_04954,HSR Layout,TX_HSR_001,Commercial,80.0,24.54,80,44.37,80.0,2026-05-04 14:16:00,2026-05-04 14:52:36,0
SESS_00922,Hebbal,TX_HEB_001,2W,3.7,21.48,100,2.91,3.3,2026-05-04 14:26:00,2026-05-04 15:24:06,0
SESS_04156,Electronic City,TX_ELE_002,2W,2.9,43.83,80,1.05,3.3,2026-05-04 14:30:00,2026-05-04 14:50:58,0
SESS_03382,HSR Layout,TX_HSR_008,2W,3.7,43.82,90,1.71,3.3,2026-05-04 14:33:00,2026-05-04 15:07:10,0
SESS_04223,Whitefield,TX_WHI_001,2W,3.7,30.18,100,2.58,3.3,2026-05-04 14:37:00,2026-05-04 15:28:40,0
SESS_03889,Electronic City,TX_ELE_002,2W,4.0,32.4,90,2.3,3.3,2026-05-04 14:37:00,2026-05-04 15:23:04,0
SESS_04602,Koramangala,TX_KOR_004,2W,4.0,5.73,80,2.97,3.3,2026-05-04 14:41:00,2026-05-04 15:40:25,0
SESS_02497,Electronic City,TX_ELE_001,2W,2.9,13.12,100,2.52,3.3,2026-05-04 14:42:00,2026-05-04 15:32:23,0
SESS_03201,Indiranagar,TX_IND_005,2W,4.0,36.73,90,2.13,3.3,2026-05-04 14:45:00,2026-05-04 15:27:37,0
SESS_01482,HSR Layout,TX_HSR_007,2W,3.7,21.12,100,2.92,3.3,2026-05-04 14:48:00,2026-05-04 15:46:22,0
SESS_03694,Indiranagar,TX_IND_008,2W,4.0,25.32,100,2.99,3.3,2026-05-04 14:53:00,2026-05-04 15:52:44,0
SESS_04057,Electronic City,TX_ELE_003,4W,30.0,43.65,100,16.9,7.2,2026-05-04 14:56:00,2026-05-04 17:30:57,0
SESS_00895,HSR Layout,TX_HSR_003,2W,2.9,11.04,100,2.58,3.3,2026-05-04 14:57:00,2026-05-04 15:48:35,0
SESS_03332,Koramangala,TX_KOR_003,4W,60.0,31.6,100,41.04,7.2,2026-05-04 14:58:00,2026-05-04 21:14:13,0
SESS_04105,Hebbal,TX_HEB_003,4W,72.0,29.49,80,36.36,7.2,2026-05-04 15:01:00,2026-05-04 20:34:20,0
SESS_03160,Indiranagar,TX_IND_004,4W,60.0,20.53,90,41.68,7.2,2026-05-04 15:01:00,2026-05-04 21:23:03,0
